Yr,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,Bill Laimbeer,C,24,CLE,50,4,17.9,2.4,5.1,.470,0.1,0.1,.500,2.3,4.9,.470,.476,1.9,2.4,.775,2.5,3.1,5.5,0.9,0.4,0.6,1.2,3.4,6.7
1982,Bill Laimbeer,C,24,DET,30,30,31.2,4.9,9.4,.516,0.0,0.2,.143,4.8,9.2,.525,.518,3.0,3.7,.813,3.7,7.7,11.3,1.8,0.6,1.1,2.0,4.2,12.8
1982,John Lambert,PF,29,TOT,63,7,12.1,1.4,3.1,.437,0.0,0.1,.143,1.3,3.0,.447,.439,0.5,0.7,.810,0.9,2.0,2.8,0.6,0.3,0.3,0.8,2.0,3.3
1982,John Lambert,PF,29,KCK,42,1,11.7,1.4,3.3,.432,0.0,0.1,.167,1.4,3.2,.444,.435,0.5,0.7,.750,0.9,2.2,3.0,0.6,0.3,0.2,0.9,1.9,3.4
1982,John Lambert,PF,29,SAS,21,6,12.9,1.2,2.8,.448,0.0,0.0,.000,1.2,2.7,.456,.448,0.6,0.7,.929,0.9,1.5,2.4,0.6,0.3,0.3,0.5,2.0,3.1
1982,Jeff Lamp,SF,22,POR,54,0,11.4,1.9,3.6,.510,0.0,0.0,.000,1.9,3.6,.513,.510,0.9,1.1,.820,0.4,0.7,1.2,0.5,0.3,0.0,0.8,1.5,4.6
1982,Mark Landsberger,PF,26,LAL,75,1,15.1,1.9,4.4,.438,0.0,0.0,.000,1.9,4.4,.440,.438,0.4,0.9,.508,2.2,3.2,5.3,0.4,0.1,0.1,0.7,1.8,4.3
1982,Bob Lanier*,C,33,MIL,74,72,26.8,5.5,9.9,.558,0.0,0.0,.000,5.5,9.8,.560,.558,2.5,3.3,.752,1.2,4.0,5.2,3.0,1.0,0.8,2.2,2.9,13.5
1982,Allen Leavell,PG,24,HOU,79,61,27.2,4.7,10.0,.467,0.1,0.4,.290,4.6,9.6,.474,.472,1.5,1.7,.852,0.6,1.5,2.1,5.8,1.9,0.2,1.9,2.3,10.9
1982,Rock Lee,C,26,SDC,2,0,5.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,2.0,.000,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0
1982,Ron Lee,PG,29,DET,81,7,18.1,1.1,3.0,.358,0.2,0.7,.305,0.9,2.3,.374,.394,1.0,1.5,.706,0.4,1.5,1.9,3.9,1.4,0.2,1.5,2.7,3.4
1982,Ronnie Lester,PG,23,CHI,75,74,30.0,4.4,8.8,.501,0.1,0.1,.500,4.3,8.7,.501,.504,2.8,3.4,.813,1.0,1.8,2.8,4.8,1.1,0.2,2.5,2.1,11.6
1982,Alton Lister,C,23,MIL,80,23,14.8,1.9,3.6,.519,0.0,0.0,,1.9,3.6,.519,.519,0.8,1.5,.520,1.4,3.5,4.8,1.1,0.2,1.5,1.6,3.0,4.5
1982,Lewis Lloyd,SG,22,GSW,16,0,5.9,1.6,2.8,.556,0.0,0.0,,1.6,2.8,.556,.556,0.4,0.7,.636,0.6,0.4,1.0,0.4,0.3,0.1,0.9,1.3,3.6
1982,Scott Lloyd,PF,29,DAL,74,17,14.1,1.5,3.9,.379,0.0,0.1,.500,1.4,3.8,.377,.382,0.9,1.2,.758,0.8,1.4,2.2,0.9,0.2,0.1,0.8,2.4,3.9
1982,Kevin Loder,SF,22,KCK,71,13,16.0,2.9,6.3,.464,0.0,0.2,.000,2.9,6.2,.476,.464,1.1,1.5,.720,1.0,1.8,2.7,1.2,0.5,0.4,1.0,2.1,6.9
1982,John Long,SG,25,DET,69,66,32.0,9.2,18.8,.492,0.0,0.2,.133,9.2,18.5,.496,.493,3.4,4.0,.865,1.4,2.3,3.7,2.1,0.9,0.4,2.4,2.5,21.9
1982,John Lucas,PG,28,WSB,79,53,24.6,3.3,7.8,.426,0.0,0.3,.091,3.3,7.5,.438,.427,1.7,2.2,.784,0.5,1.6,2.1,7.0,1.2,0.1,2.0,1.3,8.4
1982,Maurice Lucas,PF,29,NYK,80,74,33.4,6.3,12.5,.504,0.0,0.0,.000,6.3,12.5,.506,.504,3.2,4.4,.725,3.4,7.9,11.3,2.2,0.9,0.9,2.2,3.9,15.8
1982,Ollie Mack,SG,24,DAL,13,3,11.5,1.5,4.5,.322,0.0,0.2,.000,1.5,4.4,.333,.322,0.5,0.6,.750,0.6,0.8,1.4,1.1,0.4,0.1,0.3,0.5,3.4
1982,Rudy Macklin,SF,23,ATL,79,32,19.2,2.7,6.1,.434,0.0,0.0,.000,2.7,6.1,.437,.434,1.7,2.2,.775,1.4,1.9,3.3,0.6,0.5,0.3,1.4,2.8,7.0
1982,Kyle Macy,PG,24,PHO,82,72,34.7,5.9,11.5,.514,0.5,1.2,.390,5.5,10.3,.529,.535,1.9,2.1,.899,1.0,2.2,3.2,4.7,1.7,0.1,1.5,2.3,14.2
1982,Rick Mahorn,PF,23,WSB,80,80,33.3,5.2,10.2,.507,0.0,0.0,.000,5.2,10.2,.509,.507,1.9,2.9,.632,1.9,6.9,8.8,1.9,0.7,1.7,2.0,4.4,12.2
1982,Moses Malone*,C,26,HOU,81,81,42.0,11.7,22.5,.519,0.0,0.1,.000,11.7,22.4,.520,.519,7.8,10.2,.762,6.9,7.8,14.7,1.8,0.9,1.5,3.6,2.6,31.1
1982,Wes Matthews,PG,22,ATL,47,5,17.8,2.8,6.3,.440,0.0,0.2,.250,2.7,6.2,.445,.443,1.3,1.7,.759,0.4,0.8,1.2,3.0,1.1,0.0,1.3,2.7,6.9
1982,Cedric Maxwell,SF,26,BOS,78,73,33.2,5.1,9.3,.548,0.0,0.0,.000,5.1,9.2,.551,.548,4.6,6.1,.747,2.8,3.6,6.4,2.3,1.0,0.6,2.2,3.4,14.8
1982,Scott May,SF,27,MIL,65,7,18.3,3.3,6.4,.508,0.0,0.1,.000,3.3,6.4,.513,.508,2.4,3.0,.824,1.3,2.0,3.4,2.0,0.8,0.1,1.4,2.3,9.0
1982,Bob McAdoo*,C,30,LAL,41,0,18.2,3.7,8.0,.458,0.0,0.1,.000,3.7,7.9,.465,.458,2.2,3.1,.714,1.1,2.8,3.9,0.8,0.5,0.9,1.2,2.7,9.6
1982,John McCullough,SG,25,PHO,8,0,2.9,1.1,1.6,.692,0.0,0.0,,1.1,1.6,.692,.692,0.4,0.6,.600,0.1,0.4,0.5,0.4,0.3,0.0,0.4,0.4,2.6
1982,Hank McDowell,PF,22,GSW,30,1,11.2,1.1,2.8,.405,0.0,0.0,,1.1,2.8,.405,.405,0.9,1.4,.659,1.4,2.0,3.3,0.7,0.2,0.3,0.7,1.7,3.2
1982,Jim McElroy,PG,28,ATL,20,17,17.5,2.6,6.3,.416,0.1,0.3,.200,2.6,6.0,.425,.420,1.5,1.8,.806,0.3,0.6,0.9,2.0,0.4,0.2,1.1,2.2,6.7
1982,Mike McGee,SF,22,LAL,39,0,9.0,2.1,4.4,.465,0.0,0.1,.000,2.1,4.3,.476,.465,0.8,1.4,.585,0.9,0.4,1.3,0.4,0.5,0.1,0.9,1.5,4.9
1982,George McGinnis*,PF,31,IND,76,4,17.6,1.9,5.0,.373,0.0,0.0,.000,1.9,4.9,.376,.373,0.9,2.1,.453,1.2,4.0,5.2,2.7,1.3,0.4,1.7,2.6,4.7
1982,Kevin McHale*,PF,24,BOS,82,33,28.4,5.7,10.7,.531,0.0,0.0,,5.7,10.7,.531,.531,2.3,3.0,.754,2.3,4.5,6.8,1.1,0.4,2.3,1.7,3.2,13.6
1982,Kevin McKenna,SG,23,LAL,36,0,6.6,0.8,2.4,.322,0.0,0.1,.000,0.8,2.4,.329,.322,0.3,0.5,.647,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1.3,1.9
1982,Billy McKinney,PG,26,DEN,81,27,24.2,4.6,8.6,.528,0.0,0.2,.000,4.6,8.4,.541,.528,1.7,2.1,.806,0.4,1.4,1.8,4.2,0.9,0.2,1.4,2.3,10.8
1982,Tom McMillen,C,29,ATL,73,23,24.5,4.0,7.8,.509,0.0,0.0,.333,4.0,7.8,.510,.510,1.9,2.3,.824,1.4,3.2,4.6,1.8,0.3,0.3,1.7,2.8,9.9
1982,Joe Meriweather,C,28,KCK,18,10,21.1,2.6,5.1,.516,0.0,0.0,,2.6,5.1,.516,.516,1.7,2.2,.775,1.4,3.5,4.9,0.9,0.7,1.2,1.4,3.8,6.9
1982,Mike Mitchell,SF,26,TOT,84,83,36.5,9.0,17.6,.510,0.0,0.1,.000,9.0,17.5,.512,.510,2.6,3.6,.728,2.9,4.1,7.0,1.0,0.7,0.5,1.8,3.3,20.5
1982,Mike Mitchell,SF,26,CLE,27,26,36.0,8.5,18.7,.454,0.0,0.2,.000,8.5,18.4,.460,.454,2.7,3.7,.720,2.6,2.6,5.2,1.4,1.0,0.6,2.0,2.9,19.6
1982,Mike Mitchell,SF,26,SAS,57,57,36.7,9.2,17.1,.539,0.0,0.0,.000,9.2,17.1,.539,.539,2.6,3.5,.733,3.0,4.8,7.9,0.8,0.6,0.5,1.7,3.5,21.0
1982,Steve Mix,SF,34,PHI,75,0,16.5,2.7,5.3,.506,0.0,0.1,.250,2.7,5.3,.509,.508,1.8,2.3,.791,1.2,1.8,3.0,1.2,0.6,0.2,0.9,1.1,7.2
1982,Paul Mokeski,C,25,TOT,67,4,13.0,1.3,2.9,.435,0.0,0.0,.000,1.3,2.8,.442,.435,0.7,0.9,.762,0.9,2.2,3.1,0.5,0.5,0.6,0.8,2.6,3.2
1982,Paul Mokeski,C,25,DET,39,3,13.4,1.3,2.8,.441,0.0,0.0,.000,1.3,2.8,.445,.441,0.6,0.8,.758,0.9,2.2,3.1,0.6,0.3,0.6,1.0,2.6,3.2
1982,Paul Mokeski,C,25,CLE,28,1,12.3,1.3,2.9,.427,0.0,0.1,.000,1.3,2.9,.438,.427,0.8,1.1,.767,0.9,2.2,3.1,0.4,0.7,0.6,0.6,2.4,3.3
1982,Sidney Moncrief*,SG,24,MIL,80,80,37.3,7.0,13.3,.523,0.0,0.2,.071,6.9,13.1,.529,.524,5.9,7.2,.817,2.8,3.9,6.7,4.8,1.7,0.3,2.6,2.6,19.8
1982,Johnny Moore,PG,23,SAS,79,78,29.0,3.9,8.4,.463,0.0,0.3,.048,3.9,8.2,.477,.464,1.5,2.3,.670,0.8,2.7,3.5,9.6,2.1,0.2,2.2,3.2,9.4
1982,Lowes Moore,PG,24,CLE,4,0,17.5,4.8,9.5,.500,0.3,1.3,.200,4.5,8.3,.545,.513,1.5,2.0,.750,0.3,0.8,1.0,3.8,1.5,0.3,1.3,3.8,11.3
1982,Calvin Murphy*,PG,33,HOU,64,0,18.8,4.3,10.1,.427,0.0,0.3,.063,4.3,9.9,.437,.428,1.6,1.7,.909,0.3,0.6,1.0,2.5,0.7,0.0,1.3,2.2,10.2
1982,Larry Nance,PF,22,PHO,80,0,14.8,2.8,5.5,.521,0.0,0.0,.000,2.8,5.4,.522,.521,0.9,1.5,.641,1.2,2.0,3.2,1.0,0.5,0.9,1.3,2.1,6.6
1982,Swen Nater,C,32,SDC,21,7,27.4,4.8,8.3,.577,0.0,0.0,1.000,4.8,8.3,.575,.580,2.8,3.8,.747,2.2,7.0,9.1,1.4,0.3,0.4,2.3,3.0,12.5
1982,Calvin Natt,SF,25,POR,75,71,34.7,6.9,11.9,.576,0.0,0.1,.250,6.8,11.8,.579,.577,3.9,5.2,.750,2.6,5.6,8.2,2.0,0.8,0.5,1.9,2.3,17.7
1982,Mike Newlin,SG,33,NYK,76,32,19.8,3.8,8.1,.465,0.1,0.3,.304,3.7,7.8,.471,.471,1.7,1.9,.857,0.5,0.7,1.2,2.2,0.4,0.0,1.4,2.6,9.3
1982,Carl Nicks,SG,23,UTA,80,1,16.5,3.2,6.9,.454,0.0,0.1,.000,3.2,6.9,.458,.454,1.1,1.9,.567,0.8,1.2,2.0,1.1,0.8,0.1,1.3,2.3,7.4
1982,Kurt Nimphius,C,23,DAL,63,27,17.2,2.2,4.7,.461,0.0,0.0,,2.2,4.7,.461,.461,1.0,1.7,.583,1.5,3.2,4.7,1.0,0.3,1.3,0.9,3.0,5.3
1982,Norm Nixon,PG,26,LAL,82,82,36.9,7.7,15.5,.493,0.0,0.1,.250,7.6,15.4,.495,.494,2.2,2.7,.808,0.5,1.7,2.1,8.0,1.6,0.1,2.9,3.2,17.6
1982,Mike O'Koren,SF,23,NJN,80,32,25.2,4.8,9.7,.492,0.1,0.3,.348,4.7,9.4,.497,.497,1.7,2.4,.714,1.4,2.4,3.8,2.4,1.0,0.2,1.8,2.2,11.4
1982,Mark Olberding,PF,25,SAS,68,63,30.9,4.9,10.4,.472,0.0,0.2,.167,4.9,10.2,.478,.474,4.0,5.0,.808,1.7,4.7,6.5,3.0,0.8,0.4,2.0,3.7,13.8
1982,Jawann Oldham,C,24,HOU,22,0,5.6,0.6,1.6,.361,0.0,0.0,,0.6,1.6,.361,.361,0.4,0.6,.571,0.3,0.8,1.1,0.1,0.1,0.5,0.3,1.3,1.5
1982,Louis Orr,SF,23,IND,80,41,24.4,4.5,9.0,.497,0.0,0.1,.125,4.5,8.9,.501,.497,2.5,3.2,.799,1.6,2.6,4.1,1.7,0.7,0.3,1.7,2.3,11.5
1982,Tom Owens,PF,32,IND,74,40,21.6,4.0,8.6,.470,0.0,0.0,.500,4.0,8.6,.470,.471,2.4,3.1,.801,1.9,3.1,5.0,1.7,0.6,0.5,1.9,3.5,10.5
1982,Robert Parish*,C,28,BOS,80,78,31.7,8.4,15.4,.542,0.0,0.0,,8.4,15.4,.542,.542,3.2,4.4,.710,3.6,7.2,10.8,1.8,0.9,2.4,2.8,3.3,19.9
1982,Sonny Parker,SF,26,GSW,71,0,12.7,1.6,3.5,.473,0.0,0.0,,1.6,3.5,.473,.473,0.7,1.0,.667,1.0,1.5,2.5,1.3,0.5,0.2,0.7,1.4,3.9
1982,Billy Paultz,C,33,HOU,65,3,12.4,1.4,3.5,.394,0.0,0.0,,1.4,3.5,.394,.394,0.5,1.0,.523,0.8,1.9,2.8,0.6,0.2,0.3,0.7,1.5,3.3
1982,Jim Paxson,SG,24,POR,82,82,33.6,8.1,15.3,.526,0.1,0.4,.229,8.0,14.9,.535,.529,2.7,3.5,.767,0.9,1.8,2.7,3.4,1.6,0.1,1.8,1.9,18.9
1982,Sam Pellom,PF,30,ATL,69,4,15.0,1.7,3.6,.454,0.0,0.0,.000,1.7,3.6,.456,.454,0.9,1.1,.772,1.3,2.0,3.3,0.4,0.4,0.7,0.8,2.4,4.2
1982,Roger Phegley,SG,25,TOT,81,9,14.6,2.9,6.3,.460,0.1,0.4,.161,2.8,5.9,.479,.464,1.0,1.3,.780,0.8,1.1,1.9,1.4,0.4,0.1,0.8,1.9,6.9
1982,Roger Phegley,SG,25,CLE,27,8,21.0,3.9,7.9,.486,0.1,0.5,.308,3.7,7.4,.498,.495,1.3,1.7,.800,1.0,1.6,2.6,2.0,0.6,0.1,1.2,2.3,9.2
1982,Roger Phegley,SG,25,SAS,54,1,11.4,2.4,5.4,.440,0.0,0.3,.056,2.4,5.1,.465,.442,0.9,1.2,.766,0.6,0.9,1.5,1.1,0.4,0.1,0.6,1.7,5.7
1982,Ben Poquette,PF,26,UTA,82,56,20.7,2.7,5.2,.514,0.0,0.1,.300,2.6,5.1,.519,.518,1.2,1.5,.808,1.4,3.6,5.0,1.1,0.6,0.8,0.8,2.9,6.6
1982,Mark Radford,SG,22,SEA,43,0,8.6,1.3,2.3,.540,0.0,0.1,.667,1.2,2.3,.536,.550,0.8,1.6,.507,0.3,0.4,0.7,1.3,0.4,0.0,1.0,1.5,3.4
1982,Ed Rains,SF,25,SAS,49,15,13.0,1.6,3.6,.435,0.0,0.0,.000,1.6,3.6,.440,.435,0.8,1.3,.594,0.8,0.9,1.6,0.8,0.4,0.0,0.5,1.5,3.9
1982,Kurt Rambis,PF,23,LAL,64,43,17.7,1.8,3.6,.518,0.0,0.0,.000,1.8,3.5,.520,.518,0.9,1.8,.504,1.8,3.6,5.4,0.9,0.9,1.2,1.2,2.6,4.6
1982,Kelvin Ransey,PG,23,POR,78,68,31.0,6.5,14.0,.460,0.0,0.5,.079,6.4,13.6,.474,.462,3.1,4.1,.761,0.5,1.9,2.4,7.1,1.2,0.1,2.9,2.2,16.1
1982,James Ray,PF,24,DEN,40,4,6.6,1.3,2.9,.440,0.0,0.0,1.000,1.3,2.9,.435,.444,0.5,0.9,.583,0.5,1.2,1.6,0.7,0.3,0.4,0.9,1.5,3.1
1982,Robert Reid,SF,26,HOU,77,75,37.8,5.7,12.4,.456,0.0,0.1,.100,5.7,12.3,.460,.457,2.1,2.8,.748,2.3,4.4,6.6,4.1,1.5,0.6,2.0,3.9,13.4
1982,Kevin Restani,PF,30,TOT,47,0,10.3,0.7,1.9,.364,0.0,0.0,.000,0.7,1.8,.372,.364,0.2,0.3,.625,0.8,1.6,2.4,0.5,0.2,0.2,0.4,1.2,1.6
1982,Kevin Restani,PF,30,SAS,13,0,11.2,0.7,2.2,.321,0.0,0.1,.000,0.7,2.1,.333,.321,0.2,0.3,.750,0.6,2.1,2.7,0.5,0.1,0.3,0.5,1.2,1.6
1982,Kevin Restani,PF,30,CLE,34,0,9.9,0.7,1.8,.383,0.0,0.0,.000,0.7,1.7,.390,.383,0.2,0.4,.583,0.9,1.4,2.3,0.4,0.3,0.2,0.4,1.2,1.6
1982,Clint Richardson,SG,25,PHI,77,0,13.5,1.8,4.0,.452,0.0,0.0,1.000,1.8,4.0,.448,.455,0.9,1.1,.784,0.7,0.8,1.5,1.4,0.5,0.1,1.0,1.4,4.6
1982,Micheal Ray Richardson,PG,26,NYK,82,79,37.1,7.5,16.4,.461,0.2,1.2,.188,7.3,15.1,.483,.468,2.6,3.7,.700,2.2,4.7,6.9,7.0,2.6,0.5,3.5,3.9,17.9
1982,Rick Robey,C,26,BOS,80,4,14.8,2.3,4.7,.493,0.0,0.0,.000,2.3,4.7,.496,.493,1.1,2.0,.535,1.4,2.3,3.7,0.9,0.3,0.2,1.2,2.3,5.7
1982,Cliff Robinson,PF,21,TOT,68,59,32.0,7.6,16.8,.453,0.0,0.1,.000,7.6,16.8,.455,.453,3.3,4.6,.709,2.6,6.4,9.0,1.8,1.3,1.5,2.2,3.3,18.5
1982,Cliff Robinson,PF,21,KCK,38,30,32.3,8.5,18.6,.455,0.0,0.1,.000,8.5,18.6,.457,.455,3.3,4.7,.694,2.2,6.3,8.5,1.9,1.2,1.6,2.3,3.2,20.2
1982,Cliff Robinson,PF,21,CLE,30,29,31.5,6.5,14.5,.451,0.0,0.0,.000,6.5,14.5,.452,.451,3.2,4.4,.729,3.0,6.5,9.6,1.6,1.4,1.4,2.1,3.4,16.3
1982,Jackie Robinson,SF,26,CHI,3,0,9.7,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,1.3,1.3,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.3
1982,Truck Robinson,PF,30,PHO,74,72,37.1,7.8,15.2,.513,0.0,0.0,1.000,7.8,15.2,.513,.514,3.4,5.0,.687,2.7,7.0,9.7,2.4,0.6,0.4,2.7,2.9,19.1
1982,Bill Robinzine,PF,29,UTA,56,9,11.6,2.3,5.3,.446,0.0,0.0,,2.3,5.3,.446,.446,1.1,1.3,.813,1.0,1.6,2.6,0.9,0.7,0.1,1.5,2.8,5.8
1982,Dave Robisch,C,32,DEN,12,0,21.4,4.0,8.8,.453,0.0,0.0,,4.0,8.8,.453,.453,4.0,4.6,.873,1.2,4.1,5.3,2.7,0.3,0.3,1.1,2.4,12.0
1982,John Roche,SG,32,DEN,39,2,12.8,1.7,3.8,.453,0.6,1.3,.442,1.2,2.5,.459,.530,0.7,1.0,.737,0.1,0.5,0.6,2.3,0.4,0.1,0.7,1.0,4.8
1982,Tree Rollins,C,26,ATL,79,39,25.5,2.6,4.4,.584,0.0,0.0,,2.6,4.4,.584,.584,1.0,1.6,.612,2.1,5.6,7.7,0.7,0.4,2.8,1.0,3.6,6.1
1982,Lorenzo Romar,PG,23,GSW,79,11,15.9,2.6,5.1,.504,0.0,0.2,.200,2.5,4.9,.515,.507,1.0,1.2,.823,0.2,1.1,1.2,2.9,0.8,0.2,1.1,1.3,6.2
1982,Dan Roundfield,PF,28,ATL,61,58,36.3,7.0,14.9,.466,0.0,0.1,.200,6.9,14.8,.467,.466,4.7,6.1,.760,3.7,8.1,11.8,2.7,1.0,1.5,3.0,3.4,18.6
1982,Jeff Ruland,C,23,WSB,82,0,27.0,5.1,9.1,.561,0.0,0.0,.333,5.1,9.1,.562,.561,4.2,5.5,.752,3.1,6.2,9.3,1.6,0.5,0.7,2.9,3.9,14.4
1982,Campy Russell,SF,30,NYK,77,63,30.6,5.3,11.1,.478,0.3,0.7,.439,5.0,10.4,.481,.492,3.0,3.8,.776,1.1,1.9,3.1,3.7,1.0,0.2,2.5,2.9,13.9
1982,DeWayne Scales,PF,23,NYK,3,0,8.0,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,0.3,0.7,.500,0.7,1.0,1.7,0.0,0.3,0.3,0.7,1.0,1.0
1982,Danny Schayes,C,22,UTA,82,20,19.8,3.1,6.4,.481,0.0,0.0,.000,3.1,6.4,.482,.481,1.7,2.3,.757,1.6,3.6,5.2,1.8,0.6,0.9,1.8,3.6,7.9
1982,Alvin Scott,SF,26,PHO,81,38,21.5,2.3,4.7,.497,0.0,0.0,.000,2.3,4.7,.500,.497,1.3,1.8,.730,1.2,2.4,3.6,1.8,0.7,0.9,1.2,2.1,6.0
1982,Craig Shelton,SF,24,ATL,4,0,5.3,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.3,0.5,.500,0.3,0.5,0.8,0.0,0.3,0.0,0.0,0.8,1.3
1982,Lonnie Shelton,PF,26,SEA,81,81,32.9,6.3,12.9,.486,0.0,0.1,.000,6.3,12.8,.489,.486,2.3,3.0,.783,2.0,4.3,6.3,3.1,1.2,0.5,2.5,3.9,14.9
1982,Purvis Short,SF,24,GSW,76,8,23.4,6.0,12.3,.488,0.1,0.4,.214,5.9,11.9,.496,.491,2.3,2.9,.801,1.6,1.9,3.5,2.8,0.9,0.1,1.6,2.9,14.4
1982,Jerry Sichting,PG,25,IND,51,0,15.7,1.8,3.8,.469,0.0,0.2,.111,1.8,3.6,.486,.472,0.6,0.7,.763,0.3,0.8,1.1,2.3,0.6,0.0,0.8,1.2,4.2
1982,Jack Sikma*,C,26,SEA,82,82,37.2,7.1,14.8,.479,0.0,0.2,.154,7.1,14.6,.483,.480,5.5,6.4,.855,2.7,9.9,12.7,3.4,1.2,1.3,2.6,3.3,19.6
1982,James Silas,SG,32,CLE,67,34,21.6,3.7,8.6,.438,0.0,0.1,.000,3.7,8.5,.442,.438,3.7,4.3,.860,0.4,1.2,1.6,3.3,0.6,0.1,1.6,1.6,11.2
1982,Jim Smith,PF,23,SDC,72,3,11.9,1.2,2.3,.509,0.0,0.0,,1.2,2.3,.509,.509,0.5,1.2,.459,1.0,1.5,2.5,0.6,0.3,0.7,0.7,2.6,2.9
1982,Larry Smith,PF,24,GSW,74,55,29.9,3.0,5.6,.534,0.0,0.0,.000,3.0,5.6,.535,.534,1.2,2.1,.553,3.8,7.2,11.0,1.1,0.9,0.7,1.4,3.9,7.1
1982,Phil Smith,SG,29,TOT,74,41,27.6,4.6,10.3,.447,0.1,0.4,.185,4.5,9.9,.456,.450,2.2,3.0,.731,0.7,1.8,2.5,4.1,0.9,0.4,2.1,2.9,11.5
1982,Phil Smith,SG,29,SDC,48,39,30.1,5.3,12.0,.440,0.1,0.5,.208,5.2,11.5,.450,.444,2.6,3.5,.732,0.7,1.7,2.4,4.9,0.9,0.4,2.4,3.1,13.2
1982,Phil Smith,SG,29,SEA,26,2,22.9,3.3,7.2,.468,0.0,0.1,.000,3.3,7.0,.475,.468,1.5,2.1,.727,0.7,2.0,2.7,2.8,0.8,0.3,1.5,2.4,8.2
1982,Randy Smith,SG,33,NYK,82,40,24.8,4.2,9.1,.465,0.0,0.1,.273,4.2,9.0,.468,.467,1.5,1.8,.808,0.6,1.2,1.9,3.1,1.1,0.0,1.5,2.4,10.0
1982,Robert Smith,PG,26,MIL,17,1,18.6,3.1,6.5,.473,0.1,0.6,.200,2.9,5.9,.500,.482,0.6,0.7,.833,0.1,0.8,0.8,2.6,0.6,0.1,0.8,2.1,6.8
1982,Ricky Sobers,SG,29,CHI,80,6,24.2,4.5,10.0,.453,0.2,1.0,.250,4.3,9.1,.474,.465,2.4,3.2,.768,0.5,1.3,1.8,3.8,0.9,0.2,2.7,3.0,11.8
1982,Jim Spanarkel,SG,24,DAL,82,1,21.4,3.3,6.9,.479,0.1,0.3,.333,3.2,6.6,.485,.486,3.4,4.0,.853,1.2,1.4,2.6,2.5,1.0,0.1,1.4,1.7,10.1
1982,Rory Sparrow,PG,23,ATL,82,82,31.8,4.5,8.9,.501,0.0,0.2,.067,4.5,8.7,.510,.502,1.5,1.8,.838,0.6,2.1,2.7,5.2,1.1,0.2,1.8,2.9,10.5
1982,Larry Spriggs,SF,22,HOU,4,0,9.3,1.8,2.8,.636,0.0,0.0,,1.8,2.8,.636,.636,0.0,0.5,.000,0.5,1.0,1.5,1.0,0.5,0.0,1.0,1.8,3.5
1982,Kevin Stacom,SG,30,MIL,7,0,12.9,2.0,4.9,.412,0.1,0.3,.500,1.9,4.6,.406,.426,0.1,0.3,.500,0.3,0.7,1.0,1.0,0.1,0.0,1.3,0.9,4.3
1982,Brian Taylor,PG,30,SDC,41,40,31.1,4.0,8.0,.503,0.6,1.5,.365,3.5,6.5,.536,.538,2.2,2.7,.818,0.6,1.7,2.3,5.6,1.1,0.2,2.0,2.8,10.8
1982,Carlos Terry,SG,25,WSB,13,0,4.6,0.2,1.2,.200,0.0,0.2,.000,0.2,0.9,.250,.200,0.2,0.3,.750,0.4,0.5,0.9,0.6,0.2,0.1,0.4,1.2,0.7
1982,Reggie Theus,SG,24,CHI,82,82,34.6,6.8,14.6,.469,0.3,1.2,.250,6.5,13.3,.489,.479,4.4,5.5,.808,1.4,2.4,3.8,5.8,1.1,0.2,3.4,3.0,18.4
1982,Isiah Thomas*,PG,20,DET,72,72,33.8,6.3,14.8,.424,0.2,0.8,.288,6.1,14.0,.432,.432,4.2,6.0,.704,0.8,2.1,2.9,7.8,2.1,0.2,4.2,3.5,17.0
1982,David Thompson*,SG,27,DEN,61,5,20.4,5.1,10.6,.486,0.1,0.2,.286,5.1,10.3,.490,.489,4.5,5.6,.814,0.9,1.5,2.4,1.9,0.6,0.5,2.3,2.4,14.9
1982,Mychal Thompson,C,27,POR,79,78,39.6,8.6,16.5,.523,0.0,0.0,,8.6,16.5,.523,.523,3.5,5.6,.628,3.3,8.4,11.7,4.0,0.9,1.4,3.1,2.9,20.8
1982,Ray Tolbert,PF,23,TOT,64,0,9.5,1.6,3.2,.495,0.0,0.0,.000,1.6,3.1,.500,.495,0.3,0.5,.543,0.8,1.2,2.0,0.5,0.2,0.3,0.7,1.3,3.4
1982,Ray Tolbert,PF,23,NJN,12,0,9.6,1.7,3.7,.455,0.0,0.1,.000,1.7,3.6,.465,.455,0.3,0.7,.500,0.9,1.3,2.3,0.7,0.3,0.2,1.0,1.6,3.7
1982,Ray Tolbert,PF,23,SEA,52,0,9.5,1.5,3.0,.506,0.0,0.0,.000,1.5,3.0,.510,.506,0.3,0.5,.556,0.8,1.2,1.9,0.5,0.2,0.3,0.6,1.2,3.4
