Yr,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,Butch Graves,SG,23,CLE,4,11,-0.8,.305,.167,.833,0.0,19.7,9.8,13.1,4.3,0.0,10.9,33.6,-0.1,0.0,-0.1,-0.243,-16.1,-0.8,-16.9,0.0
1985,Stuart Gray,C,21,IND,52,391,4.6,.453,.000,.511,7.8,25.6,16.6,4.8,1.1,2.0,31.2,16.5,-1.0,0.5,-0.4,-0.052,-7.8,-0.2,-7.9,-0.6
1985,Rickey Green,PG,30,UTA,77,2431,16.3,.546,.025,.335,1.6,6.3,4.0,33.9,2.5,0.1,16.2,17.8,3.5,3.2,6.7,.132,0.9,0.7,1.6,2.2
1985,Sidney Green,PF,24,CHI,48,740,11.6,.503,.016,.392,11.6,26.6,19.3,5.4,0.7,1.1,18.8,20.4,-0.2,0.8,0.6,.039,-3.1,-1.8,-4.9,-0.6
1985,Dave Greenwood,PF,27,CHI,61,1523,9.4,.497,.003,.283,8.4,20.8,14.8,6.6,1.1,0.7,14.4,12.0,0.6,1.4,2.0,.065,-2.3,-0.3,-2.5,-0.2
1985,Kevin Grevey,SF,31,MIL,78,1182,10.7,.505,.078,.252,2.5,7.1,4.8,10.8,1.2,0.1,10.5,18.1,0.9,1.3,2.1,.086,-1.5,-0.4,-1.9,0.0
1985,Darrell Griffith,SG,26,UTA,78,2776,15.6,.512,.161,.187,4.7,8.0,6.4,14.2,2.2,0.6,12.5,28.2,-0.3,3.8,3.5,.061,0.2,-0.3,0.0,1.4
1985,Ernie Grunfeld,SF,29,NYK,69,1061,14.7,.529,.021,.271,4.4,12.4,8.3,14.4,2.3,0.4,8.5,18.3,1.5,0.9,2.4,.111,0.3,0.8,1.1,0.8
1985,Bob Hansen,SG,24,UTA,54,646,10.0,.508,.031,.320,3.3,7.8,5.6,16.4,1.8,0.1,16.0,18.8,-0.2,0.8,0.7,.049,-4.0,0.4,-3.6,-0.3
1985,Bill Hanzlik,SF,27,DEN,80,1673,10.5,.495,.029,.456,5.3,8.1,6.6,14.8,2.2,0.9,15.5,16.8,0.8,1.4,2.2,.063,-2.8,0.1,-2.7,-0.3
1985,Derek Harper,PG,23,DAL,82,2218,15.2,.564,.096,.243,2.4,8.0,5.1,21.7,3.2,1.0,14.9,15.5,2.9,2.4,5.4,.116,0.1,2.0,2.1,2.3
1985,Scott Hastings,PF,24,ATL,64,825,9.7,.539,.000,.431,8.0,13.1,10.6,7.3,1.4,1.6,18.3,13.7,0.4,0.9,1.3,.075,-2.9,0.7,-2.2,-0.1
1985,Steve Hayes,C,29,PHI,11,101,10.4,.557,.000,.222,12.4,25.4,19.0,1.3,0.5,2.3,9.2,8.7,0.1,0.1,0.3,.124,-1.8,-0.1,-1.9,0.0
1985,Gerald Henderson,PG,29,SEA,79,2648,14.3,.529,.043,.286,3.1,5.2,4.2,31.5,2.6,0.2,18.7,19.5,1.4,2.3,3.7,.067,-0.2,-0.1,-0.3,1.1
1985,Rod Higgins,SF,25,CHI,68,942,10.2,.497,.137,.333,6.9,11.0,9.0,10.4,1.1,0.8,13.7,15.9,0.4,0.5,1.0,.049,-1.0,-0.8,-1.8,0.0
1985,Roy Hinson,PF,23,CLE,76,2344,16.0,.551,.003,.406,8.6,18.9,13.8,4.3,1.0,4.1,13.6,21.6,2.0,3.0,5.0,.103,-1.0,0.6,-0.4,0.9
1985,Craig Hodges,SG,24,MIL,82,2496,11.8,.552,.184,.178,3.3,5.0,4.1,18.5,1.9,0.0,14.6,15.1,3.2,2.9,6.0,.115,-0.5,0.6,0.0,1.3
1985,Lionel Hollins,PG,31,HOU,80,1950,11.1,.508,.024,.252,1.9,8.0,5.0,26.2,1.9,0.3,22.1,15.6,0.7,1.9,2.5,.062,-2.0,0.0,-1.9,0.1
1985,Michael Holton,SG,23,PHO,74,1761,8.9,.497,.078,.205,2.0,6.5,4.2,15.2,1.6,0.2,16.4,17.4,-0.6,1.4,0.8,.023,-3.1,-0.6,-3.6,-0.7
1985,Phil Hubbard,SF,28,CLE,76,2249,16.0,.578,.005,.601,10.3,12.8,11.5,7.3,1.7,0.2,14.6,21.7,3.7,2.0,5.7,.121,0.7,-0.6,0.1,1.2
1985,Jay Humphries,SG,22,PHO,80,2062,10.6,.502,.032,.272,1.8,7.1,4.5,22.6,2.4,0.2,19.2,17.1,-0.2,2.2,1.9,.044,-2.9,0.4,-2.6,-0.3
1985,Geoff Huston,PG,27,CLE,8,93,7.8,.494,.000,.120,0.0,1.2,0.6,33.1,0.0,0.0,23.3,14.8,0.0,0.0,0.0,-0.002,-2.1,-3.0,-5.1,-0.1
1985,Marc Iavaroni,PF,28,TOT,69,1334,8.8,.501,.011,.362,8.3,17.2,12.9,11.1,1.2,1.5,22.5,15.9,-0.5,1.3,0.7,.027,-3.5,0.0,-3.5,-0.5
1985,Marc Iavaroni,PF,28,PHI,12,156,3.1,.446,.000,.194,8.0,12.9,10.5,4.9,1.2,1.1,32.2,12.8,-0.3,0.1,-0.1,-0.039,-5.8,-0.4,-6.2,-0.2
1985,Marc Iavaroni,PF,28,SAS,57,1178,9.6,.506,.012,.378,8.3,17.8,13.2,11.9,1.2,1.5,21.5,16.3,-0.3,1.1,0.9,.036,-3.2,0.0,-3.2,-0.4
1985,Dan Issel*,C,36,DEN,77,1684,16.9,.528,.009,.403,4.8,17.0,10.5,10.7,1.7,1.0,9.1,23.0,2.7,1.7,4.3,.124,0.4,-0.7,-0.3,0.7
1985,Ralph Jackson,PG,22,IND,1,12,15.6,.333,.000,.000,8.7,0.0,4.4,41.7,7.6,0.0,25.0,13.1,0.0,0.0,0.0,.069,-0.3,4.6,4.3,0.0
1985,Clemon Johnson,C,28,PHI,58,875,11.9,.526,.004,.209,12.0,16.5,14.2,5.1,0.8,2.9,14.4,13.8,0.8,0.9,1.7,.095,-1.2,0.0,-1.2,0.2
1985,Dennis Johnson*,PG,30,BOS,80,2976,14.4,.522,.024,.287,3.5,8.0,5.9,23.4,1.5,0.7,15.0,19.3,3.5,2.8,6.4,.103,0.4,0.0,0.3,1.8
1985,Eddie Johnson,SG,29,ATL,73,2367,15.8,.546,.076,.351,1.8,7.0,4.4,35.4,0.9,0.2,18.3,23.3,2.8,1.4,4.2,.084,1.5,-2.2,-0.7,0.8
1985,Eddie Johnson,SF,25,KCK,82,3029,16.2,.542,.035,.238,5.7,9.6,7.7,13.4,1.3,0.4,11.5,25.5,4.4,0.9,5.3,.083,1.3,-1.8,-0.6,1.1
1985,Frank Johnson,PG,26,WSB,46,925,15.0,.535,.047,.268,2.7,4.9,3.8,22.1,2.2,0.2,12.8,20.7,0.9,1.1,1.9,.101,-0.1,0.6,0.6,0.6
1985,George Johnson,C,36,NJN,65,800,8.3,.589,.013,.342,10.0,16.1,13.0,3.2,1.1,5.7,30.0,6.6,0.2,1.1,1.3,.081,-3.9,2.6,-1.4,0.1
1985,George Johnson,SF,28,PHI,55,756,9.9,.459,.038,.213,7.2,17.1,12.2,6.9,2.0,1.2,14.6,17.9,-0.2,0.9,0.7,.047,-3.0,0.0,-3.1,-0.2
1985,Magic Johnson*,PG,25,LAL,77,2781,23.2,.637,.041,.516,4.1,14.4,9.7,42.5,1.9,0.5,21.7,20.5,9.5,3.2,12.7,.220,5.8,0.8,6.7,6.1
1985,Marques Johnson,SF,28,LAC,72,2448,14.3,.489,.012,.238,8.8,10.5,9.7,14.6,1.4,0.7,12.7,23.1,1.2,1.5,2.7,.053,-0.3,-1.1,-1.4,0.4
1985,Mickey Johnson,PF,32,GSW,66,1565,17.2,.513,.042,.443,9.8,19.3,14.2,13.9,2.1,1.3,14.3,24.9,1.6,1.1,2.7,.083,0.7,-0.3,0.4,1.0
1985,Steve Johnson,C,27,CHI,74,1659,14.1,.593,.006,.488,10.5,19.8,15.3,5.5,1.1,2.1,19.4,19.6,1.4,1.7,3.1,.090,-1.8,-0.4,-2.1,-0.1
1985,Vinnie Johnson,SG,28,DET,82,2093,14.9,.500,.029,.262,6.4,6.1,6.3,20.3,1.6,0.5,11.4,21.7,2.5,1.7,4.2,.097,0.6,-0.3,0.3,1.2
1985,Bobby Jones*,PF,33,PHI,80,1633,15.2,.625,.010,.561,7.3,13.1,10.3,12.8,2.4,1.8,19.7,14.7,2.8,2.0,4.8,.142,1.3,1.6,2.9,2.0
1985,Caldwell Jones,C,34,CHI,42,885,6.9,.523,.017,.409,6.6,20.7,13.8,4.7,0.7,2.0,22.8,8.3,0.1,0.8,0.9,.048,-3.3,0.7,-2.6,-0.1
1985,Charles Jones,C,23,PHO,78,1565,14.4,.566,.009,.619,10.2,18.2,14.3,11.1,1.3,2.2,19.8,18.7,0.8,2.1,2.9,.089,-0.7,0.4,-0.2,0.7
1985,Charles Jones,C-PF,27,TOT,31,667,14.9,.570,.000,.457,11.5,19.1,15.2,4.9,1.6,6.8,14.1,11.1,0.9,1.4,2.2,.161,-2.1,3.2,1.1,0.5
1985,Charles Jones,PF,27,CHI,3,29,8.5,.602,.000,1.500,8.2,15.6,12.0,4.3,0.0,9.9,37.6,15.3,0.0,0.0,0.0,-0.001,-5.5,2.2,-3.3,0.0
1985,Charles Jones,C,27,WSB,28,638,15.1,.569,.000,.423,11.7,19.3,15.4,5.0,1.7,6.6,12.6,10.9,0.9,1.3,2.2,.168,-2.0,3.2,1.3,0.5
1985,Earl Jones,C,24,LAL,2,7,-11.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.6,0.0,0.0,0.0,-0.307,-11.4,-6.7,-18.1,0.0
1985,Edgar Jones,PF,28,TOT,44,769,11.7,.528,.015,.404,7.2,17.1,12.2,5.0,1.2,2.1,15.9,20.1,0.1,0.8,0.9,.057,-3.1,-0.3,-3.4,-0.3
1985,Edgar Jones,PF,28,SAS,18,322,11.5,.569,.011,.560,5.8,15.7,10.9,7.0,1.3,3.1,19.8,17.6,0.1,0.3,0.5,.072,-2.7,0.6,-2.1,0.0
1985,Edgar Jones,PF,28,CLE,26,447,11.8,.506,.016,.326,8.2,18.2,13.2,3.6,1.2,1.4,13.6,21.9,0.0,0.5,0.4,.046,-3.4,-1.0,-4.4,-0.3
1985,Major Jones,PF,31,DET,47,418,11.1,.589,.000,.586,11.5,20.8,16.0,4.2,1.0,1.8,24.2,13.3,0.2,0.5,0.7,.081,-2.6,-0.2,-2.8,-0.1
1985,Ozell Jones,C,24,SAS,67,888,11.4,.566,.006,.461,8.5,21.4,15.2,7.7,1.6,3.6,22.0,12.5,0.1,1.2,1.3,.073,-2.3,1.5,-0.8,0.3
1985,Michael Jordan*,SG,21,CHI,82,3144,25.8,.592,.032,.459,6.3,13.2,9.8,25.3,3.0,1.3,13.0,29.8,10.3,3.7,14.0,.213,5.8,1.5,7.3,7.4
1985,Rich Kelley,C,31,UTA,77,1276,8.5,.547,.009,.519,9.8,18.4,14.2,11.8,1.5,1.3,31.9,12.1,-0.5,2.2,1.7,.066,-4.5,1.8,-2.7,-0.2
1985,Clark Kellogg,PF,23,IND,77,2449,18.9,.557,.013,.356,9.6,21.7,15.6,15.3,1.6,0.6,15.2,24.4,3.1,3.0,6.1,.119,1.9,-0.1,1.8,2.3
1985,Greg Kelser,SF,27,IND,10,114,13.0,.475,.019,.528,5.5,12.1,8.8,16.3,2.8,0.0,15.5,26.7,-0.1,0.1,0.1,.025,-2.8,-0.5,-3.3,0.0
1985,Jerome Kersey,SF,22,POR,77,958,15.3,.524,.008,.487,11.1,12.9,12.0,8.8,2.4,1.7,12.8,21.4,1.0,1.2,2.2,.111,-0.9,0.2,-0.7,0.3
1985,Albert King,SF,25,NJN,42,860,17.7,.531,.017,.226,8.8,12.0,10.4,10.2,2.3,0.6,11.4,26.8,1.0,0.9,1.9,.106,0.8,-0.7,0.1,0.4
1985,Bernard King*,SF,28,NYK,55,2063,25.2,.585,.008,.424,6.2,11.8,8.9,18.6,1.7,0.4,11.7,35.1,5.7,1.5,7.1,.166,6.1,-1.0,5.1,3.6
1985,Reggie King,SF,27,SEA,60,860,6.9,.477,.000,.396,5.9,10.5,8.2,8.1,1.6,0.7,19.4,10.6,-0.2,0.7,0.5,.028,-3.8,-0.1,-3.9,-0.4
1985,Greg Kite,C,23,BOS,55,424,3.9,.431,.000,.364,10.4,12.7,11.6,4.6,0.3,1.3,22.1,12.6,-0.3,0.4,0.1,.006,-6.2,-1.3,-7.5,-0.6
1985,Billy Knight,SF-SG,32,TOT,68,800,11.7,.501,.071,.206,7.3,9.4,8.4,13.5,0.9,0.1,15.3,22.8,0.1,0.3,0.4,.025,-0.8,-2.6,-3.4,-0.3
1985,Billy Knight,SG,32,KCK,16,189,10.2,.500,.014,.232,6.1,7.2,6.6,14.6,0.5,0.3,14.6,18.6,0.1,0.0,0.1,.021,-0.2,-1.7,-2.0,0.0
1985,Billy Knight,SF,32,SAS,52,611,12.2,.501,.084,.200,7.6,10.1,8.9,13.2,1.1,0.1,15.5,24.1,0.0,0.3,0.3,.027,-1.0,-2.8,-3.8,-0.3
1985,Joe Kopicki,PF,24,DEN,42,308,15.3,.610,.032,.568,9.4,21.1,14.9,11.6,1.9,0.2,19.1,18.0,0.5,0.3,0.9,.135,-1.1,-0.4,-1.5,0.0
1985,Mitch Kupchak,PF,30,LAL,58,716,12.5,.539,.000,.373,11.9,16.9,14.6,3.5,1.2,1.5,14.5,18.7,0.5,0.9,1.4,.094,-2.7,-1.3,-4.0,-0.4
1985,Tom LaGarde,C,29,NJN,1,8,-5.0,.266,.000,2.000,13.6,14.5,14.0,0.0,0.0,0.0,34.7,14.5,0.0,0.0,0.0,-0.170,-11.9,-3.4,-15.4,0.0
1985,Bill Laimbeer,C,27,DET,82,2892,18.0,.548,.015,.260,10.2,27.0,18.3,7.0,1.1,1.4,9.0,19.1,5.6,4.1,9.8,.162,1.3,-0.1,1.3,2.4
1985,Allen Leavell,PG,27,HOU,42,536,11.4,.487,.177,.273,1.7,6.0,3.9,24.4,2.0,0.4,17.9,21.0,0.1,0.5,0.6,.051,-2.2,-0.5,-2.6,-0.1
1985,Ronnie Lester,PG,26,LAL,32,278,11.9,.465,.012,.378,1.8,8.2,5.3,32.8,2.5,0.6,25.1,18.6,-0.1,0.3,0.2,.039,-2.2,-1.0,-3.2,-0.1
1985,Fat Lever,PG,24,DEN,82,2559,16.7,.479,.024,.260,5.8,11.7,8.6,29.5,3.5,0.7,15.6,19.2,2.1,3.2,5.2,.098,1.0,1.3,2.2,2.7
1985,Cliff Levingston,PF,24,ATL,74,2017,14.6,.560,.004,.402,12.7,18.0,15.4,7.1,1.7,1.9,17.0,16.0,2.0,2.8,4.7,.113,-0.5,0.5,0.0,1.0
1985,Alton Lister,C,26,MIL,81,2091,15.0,.559,.002,.438,11.7,22.6,17.2,8.1,1.1,4.7,20.4,17.5,1.0,4.3,5.3,.121,-1.1,2.0,0.9,1.5
1985,Lewis Lloyd,SG,25,HOU,82,2128,15.2,.558,.009,.253,5.1,7.0,6.1,18.0,1.6,0.7,15.5,21.2,2.8,1.9,4.7,.105,0.6,0.0,0.6,1.4
1985,John Long,SG,28,DET,66,1820,14.2,.518,.017,.139,4.5,6.5,5.4,9.8,1.8,0.4,9.4,21.9,1.8,1.6,3.3,.087,-0.7,-0.3,-1.1,0.4
1985,Sidney Lowe,PG,25,TOT,21,190,9.6,.459,.037,.296,2.3,6.8,4.6,31.7,2.8,0.0,29.9,9.3,0.1,0.2,0.3,.067,-2.7,1.1,-1.6,0.0
1985,Sidney Lowe,PG,25,DET,6,31,2.2,.286,.000,.000,0.0,3.5,1.7,28.6,0.0,0.0,22.2,11.1,0.0,0.0,0.0,-0.049,-5.9,-1.7,-7.6,0.0
1985,Sidney Lowe,PG,25,ATL,15,159,11.0,.510,.050,.400,2.8,7.5,5.2,32.3,3.3,0.0,31.9,8.9,0.1,0.2,0.3,.090,-2.1,1.7,-0.4,0.1
1985,John Lucas,PG,31,HOU,47,1158,17.4,.533,.148,.289,2.0,6.2,4.1,35.8,2.5,0.1,16.9,20.6,2.0,1.2,3.2,.134,2.6,0.0,2.6,1.3
1985,Maurice Lucas,PF,32,PHO,63,1670,15.1,.517,.006,.275,9.5,28.0,18.9,12.8,1.1,0.6,15.6,23.5,0.1,2.4,2.5,.072,-1.1,-0.6,-1.7,0.1
1985,Kyle Macy,PG,27,PHO,65,2018,13.8,.555,.146,.241,1.9,8.1,5.0,25.3,2.0,0.1,14.7,15.2,2.7,1.9,4.6,.110,0.0,0.3,0.3,1.1
1985,Rick Mahorn,PF,26,WSB,77,2072,10.4,.526,.000,.252,7.8,25.0,16.2,7.4,1.4,2.9,22.5,11.9,-0.3,3.9,3.6,.083,-3.7,2.3,-1.5,0.3
1985,Jeff Malone,SG,23,WSB,76,2613,15.0,.543,.059,.206,2.5,6.3,4.3,10.7,1.0,0.2,7.5,22.8,3.4,2.3,5.7,.105,0.0,-0.9,-0.9,0.7
1985,Moses Malone*,C,29,PHI,79,2957,22.5,.577,.002,.704,14.8,24.4,19.7,6.6,1.1,2.4,14.5,26.8,7.9,4.0,11.9,.193,3.0,-1.4,1.6,2.7
1985,Pace Mannion,SF,24,UTA,34,190,12.5,.479,.016,.365,6.7,5.8,6.3,19.3,3.8,0.9,19.8,19.0,-0.1,0.3,0.2,.055,-2.0,2.6,0.6,0.1
1985,Wes Matthews,PG,25,CHI,78,1523,11.9,.523,.041,.220,1.2,3.8,2.5,31.1,2.3,0.5,22.7,15.0,0.7,0.9,1.6,.049,-0.6,-0.6,-1.2,0.3
1985,Cedric Maxwell,SF,29,BOS,57,1495,14.2,.634,.005,.737,7.6,10.2,8.9,8.4,1.1,0.5,16.4,16.3,3.2,1.4,4.6,.147,0.8,-0.3,0.5,0.9
1985,Bob McAdoo*,C,33,LAL,66,1254,15.4,.559,.002,.297,7.9,17.9,13.4,6.9,0.7,2.3,13.3,23.0,1.4,1.5,2.9,.110,-1.3,-0.8,-2.1,0.0
1985,Tim McCormick,C,22,SEA,78,1584,14.7,.606,.002,.545,10.7,18.4,14.6,7.4,0.5,1.2,16.0,18.8,2.3,1.5,3.8,.114,-1.0,-1.0,-2.1,0.0
1985,Rodney McCray,SF,23,HOU,82,3001,15.5,.576,.007,.352,7.5,12.6,10.0,15.0,1.4,1.4,14.8,15.9,5.3,3.3,8.5,.137,1.7,1.0,2.7,3.6
1985,Scooter McCray,PF,24,SEA,6,93,4.8,.638,.000,.400,7.5,13.7,10.6,9.8,0.5,1.8,46.0,9.8,-0.1,0.1,0.0,-0.012,-4.6,0.9,-3.7,0.0
1985,Hank McDowell,PF,25,HOU,34,132,9.8,.506,.024,.238,5.9,12.7,9.3,8.6,1.1,2.1,14.7,16.3,0.0,0.1,0.2,.069,-2.5,0.8,-1.7,0.0
1985,Mike McGee,SF,25,LAL,76,1170,17.3,.567,.100,.261,10.4,6.0,8.0,8.4,1.6,0.3,10.6,26.4,2.1,0.9,3.0,.122,0.7,-2.3,-1.6,0.1
1985,Kevin McHale*,PF,27,BOS,79,2653,20.7,.617,.006,.440,10.0,19.2,14.8,7.4,0.5,2.4,11.0,21.9,7.6,3.4,11.0,.199,2.7,-0.2,2.5,3.0
1985,Kevin McKenna,SG,26,NJN,29,535,10.9,.539,.097,.321,4.1,6.3,5.1,13.4,2.7,0.8,17.3,14.0,0.4,0.5,0.9,.082,-2.1,0.9,-1.2,0.1
1985,Tom McMillen,C,32,WSB,69,1547,10.4,.519,.009,.253,4.5,10.7,7.5,4.6,0.2,0.6,6.9,17.2,1.2,1.4,2.7,.082,-2.5,-1.1,-3.6,-0.6
1985,Mark McNamara,C,25,TOT,45,273,12.9,.542,.000,.816,13.1,17.7,15.4,2.8,1.2,1.6,15.5,17.7,0.2,0.2,0.4,.062,-1.4,-1.9,-3.3,-0.1
1985,Mark McNamara,C,25,SAS,12,63,16.0,.637,.000,1.000,13.0,17.4,15.3,0.0,1.5,0.9,18.8,20.3,0.1,0.1,0.1,.092,-0.2,-2.5,-2.7,0.0
1985,Mark McNamara,C,25,KCK,33,210,12.0,.511,.000,.759,13.1,17.8,15.5,3.6,1.1,1.8,14.4,17.0,0.1,0.1,0.2,.053,-1.8,-1.7,-3.5,-0.1
1985,Joe Meriweather,C,31,KCK,76,1061,10.2,.570,.008,.510,10.2,18.0,14.1,3.1,0.7,1.4,14.4,12.9,1.3,0.6,1.8,.083,-2.2,-1.0,-3.2,-0.3
1985,Larry Micheaux,PF,24,TOT,57,565,14.8,.600,.019,.274,12.3,15.9,14.1,6.8,1.7,2.1,17.0,14.9,0.8,0.8,1.6,.137,-0.4,0.7,0.3,0.3
1985,Larry Micheaux,PF,24,MIL,18,171,13.3,.541,.000,.486,11.7,16.8,14.3,9.5,2.3,2.4,15.8,12.0,0.2,0.3,0.5,.154,-0.3,2.6,2.3,0.2
1985,Larry Micheaux,PF,24,HOU,39,394,15.4,.618,.025,.213,12.5,15.6,14.0,5.7,1.4,2.0,17.3,16.2,0.6,0.5,1.1,.129,-0.4,-0.2,-0.6,0.1
1985,Mike Mitchell,SF,29,SAS,82,2853,16.5,.533,.015,.222,5.9,10.5,8.3,8.0,1.0,0.5,7.8,26.0,4.4,1.6,6.0,.101,1.1,-2.2,-1.1,0.6
1985,Paul Mokeski,C,28,MIL,79,1586,10.1,.511,.005,.270,7.5,21.1,14.3,8.1,0.8,1.3,15.0,14.5,0.7,2.6,3.4,.102,-2.7,1.0,-1.7,0.1
1985,Sidney Moncrief*,PG,27,MIL,73,2734,20.1,.565,.028,.472,6.1,9.8,7.9,20.1,2.1,0.8,11.6,23.6,7.3,3.9,11.2,.197,3.8,1.0,4.8,4.7
1985,Johnny Moore,PG,26,SAS,82,2689,18.3,.513,.098,.273,4.1,11.6,7.9,38.9,3.9,0.4,18.8,18.7,3.7,3.5,7.2,.128,2.1,1.5,3.7,3.9
1985,Jay Murphy,PF,22,LAC,23,149,-0.9,.236,.020,.420,4.6,25.2,15.2,3.2,0.3,0.7,11.9,18.4,-0.6,0.1,-0.5,-0.154,-9.6,-2.8,-12.4,-0.4
1985,Larry Nance,PF,25,PHO,61,2202,20.6,.612,.002,.290,10.2,17.3,13.8,11.1,1.9,2.6,12.1,20.8,4.7,3.2,7.9,.173,3.2,1.2,4.4,3.5
1985,Calvin Natt,PF,28,DEN,78,2657,21.8,.604,.002,.449,7.9,17.2,12.2,12.4,1.3,0.7,11.2,24.1,8.0,2.3,10.2,.185,4.2,-1.0,3.1,3.4
1985,Kenny Natt,SG,26,TOT,8,29,4.7,.387,.000,.667,7.6,3.5,5.5,11.2,3.2,0.0,27.9,14.7,-0.1,0.0,0.0,-0.063,-4.8,0.0,-4.8,0.0
1985,Kenny Natt,SG,26,UTA,4,13,1.5,.444,.000,.800,8.2,7.8,8.0,0.0,3.5,0.0,30.7,29.8,-0.1,0.0,-0.1,-0.201,-12.0,-2.6,-14.5,0.0
1985,Kenny Natt,SG,26,KCK,4,16,7.3,.000,.000,.000,7.2,0.0,3.6,20.2,2.9,0.0,0.0,2.5,0.0,0.0,0.0,.049,1.0,2.2,3.1,0.0
1985,Ed Nealy,PF,24,KCK,22,225,9.6,.592,.000,.432,7.7,14.6,11.2,9.9,0.6,0.2,18.6,11.3,0.2,0.1,0.3,.058,-1.1,-1.3,-2.4,0.0
1985,Chuck Nevitt,C,25,LAL,11,59,2.1,.292,.000,.471,10.7,26.4,19.3,5.6,0.0,13.7,32.8,20.9,-0.3,0.1,-0.2,-0.158,-14.8,3.1,-11.7,-0.1
1985,Kurt Nimphius,C,26,DAL,82,2010,10.9,.504,.014,.323,7.5,15.8,11.6,11.4,0.7,3.6,16.1,12.3,1.3,2.0,3.3,.079,-1.9,1.6,-0.3,0.9
1985,Norm Nixon,PG,29,LAC,81,2894,15.6,.507,.077,.170,2.2,6.0,4.2,35.7,1.6,0.1,16.5,23.2,2.5,1.2,3.7,.061,1.4,-1.9,-0.6,1.1
1985,Audie Norris,C,24,POR,78,1117,10.6,.600,.012,.829,9.1,16.0,12.5,5.2,1.7,1.6,23.0,15.4,0.6,1.4,1.9,.083,-3.6,0.4,-3.2,-0.3
1985,Mike O'Koren,SF,26,NJN,43,1119,12.4,.518,.053,.170,4.5,12.4,8.3,12.2,1.4,0.8,10.8,17.1,0.9,1.0,1.9,.081,-0.6,0.1,-0.5,0.4
1985,Hakeem Olajuwon*,C,22,HOU,82,2914,21.1,.564,.000,.438,16.9,20.4,18.7,5.3,1.6,4.3,13.5,23.5,5.3,4.9,10.2,.168,1.7,0.4,2.1,3.0
1985,Mark Olberding,PF,28,KCK,81,2277,12.2,.603,.006,.667,7.0,18.6,12.9,13.2,1.1,0.3,21.3,15.0,2.8,1.3,4.1,.085,-0.8,-0.1,-0.9,0.6
1985,Jawann Oldham,C,27,CHI,63,993,9.7,.495,.005,.260,9.5,17.9,13.8,4.0,0.5,7.3,21.3,11.4,-0.2,1.3,1.0,.050,-3.8,2.2,-1.6,0.1
1985,Louis Orr,PF,26,NYK,79,2452,13.8,.552,.013,.436,7.9,10.7,9.2,7.6,2.0,0.7,13.1,17.7,2.9,1.9,4.8,.093,0.7,-0.4,0.3,1.4
1985,Robert Parish*,C,31,BOS,79,2850,17.6,.586,.000,.387,10.7,21.4,16.3,5.8,0.9,1.9,13.5,19.7,5.0,4.0,9.0,.151,1.1,-0.3,0.8,2.0
1985,Billy Paultz,C,36,UTA,62,370,5.0,.413,.000,.322,6.9,19.6,13.4,5.4,0.7,1.6,23.2,13.9,-0.6,0.6,0.0,-0.006,-6.5,0.2,-6.3,-0.4
1985,Jim Paxson,SG,27,POR,68,2253,17.3,.555,.039,.251,3.4,7.6,5.5,16.6,2.1,0.1,9.0,21.2,4.6,1.9,6.5,.138,1.7,-0.2,1.5,2.0
1985,John Paxson,PG,24,SAS,78,1259,12.6,.566,.088,.260,1.8,4.3,3.1,21.9,1.7,0.1,15.9,16.2,1.7,0.6,2.3,.088,-0.5,-0.9,-1.3,0.2
1985,Sam Perkins,PF,23,DAL,82,2317,15.0,.535,.049,.332,9.1,20.9,14.9,7.8,1.3,1.6,10.8,17.1,3.2,2.6,5.8,.120,0.1,-0.1,0.0,1.2
1985,Jim Petersen,PF,22,HOU,60,714,6.6,.549,.000,.458,6.9,16.1,11.5,4.8,0.9,2.5,29.1,13.5,-0.5,0.9,0.3,.023,-5.6,1.0,-4.6,-0.5
1985,Ricky Pierce,SG,25,MIL,44,882,15.8,.599,.013,.404,6.2,8.5,7.4,15.0,1.9,0.3,14.8,19.6,1.8,1.2,3.0,.162,0.6,0.5,1.1,0.7
1985,Charles Pittman,SF,26,PHO,68,1001,9.1,.555,.009,.643,10.3,15.3,12.8,8.9,0.9,1.2,25.6,15.9,-0.1,1.0,0.9,.044,-3.7,-0.5,-4.2,-0.5
1985,Gary Plummer,PF,22,GSW,66,702,7.5,.459,.017,.397,7.9,14.0,10.7,4.9,1.0,1.1,15.5,18.0,-0.4,0.2,-0.2,-0.012,-5.1,-2.2,-7.3,-0.9
1985,David Pope,SF,22,KCK,22,129,2.1,.349,.019,.245,8.0,7.9,8.0,4.9,1.1,1.3,10.7,20.1,-0.3,0.0,-0.2,-0.088,-8.4,-3.0,-11.4,-0.3
1985,Ben Poquette,PF,29,CLE,79,1656,12.6,.514,.037,.300,9.7,21.2,15.5,6.4,1.3,1.9,11.9,14.2,1.4,2.1,3.5,.102,-1.4,0.7,-0.7,0.5
1985,Paul Pressey,SF,26,MIL,80,2876,17.6,.577,.022,.450,5.8,10.7,8.3,25.8,2.2,1.2,18.2,19.2,5.2,4.4,9.6,.160,2.6,1.6,4.2,4.5
